"Statistic Label","Year","Age","Sex","Criteria for Projection","UNIT","VALUE"
"Population Projections based on Census 2022","2023","88 years","Female","Method - M2","Number","6123"
"Population Projections based on Census 2022","2023","89 years","Male","Method - M2","Number","3269"
"Population Projections based on Census 2022","2023","89 years","Female","Method - M2","Number","5301"
"Population Projections based on Census 2022","2023","90 years","Male","Method - M2","Number","2586"
"Population Projections based on Census 2022","2023","90 years","Female","Method - M2","Number","4358"
"Population Projections based on Census 2022","2023","91 years","Male","Method - M2","Number","2051"
"Population Projections based on Census 2022","2023","91 years","Female","Method - M2","Number","3714"
"Population Projections based on Census 2022","2023","92 years","Male","Method - M2","Number","1607"
"Population Projections based on Census 2022","2023","92 years","Female","Method - M2","Number","3226"
"Population Projections based on Census 2022","2023","93 years","Male","Method - M2","Number","1052"
"Population Projections based on Census 2022","2023","93 years","Female","Method - M2","Number","2345"
"Population Projections based on Census 2022","2023","94 years","Male","Method - M2","Number","753"
"Population Projections based on Census 2022","2023","94 years","Female","Method - M2","Number","1903"
"Population Projections based on Census 2022","2023","95 years","Male","Method - M2","Number","572"
"Population Projections based on Census 2022","2023","95 years","Female","Method - M2","Number","1399"
"Population Projections based on Census 2022","2023","96 years","Male","Method - M2","Number","373"
"Population Projections based on Census 2022","2023","96 years","Female","Method - M2","Number","1046"
"Population Projections based on Census 2022","2023","97 years","Male","Method - M2","Number","255"
"Population Projections based on Census 2022","2023","97 years","Female","Method - M2","Number","732"
"Population Projections based on Census 2022","2023","98 years","Male","Method - M2","Number","170"
"Population Projections based on Census 2022","2023","98 years","Female","Method - M2","Number","555"
"Population Projections based on Census 2022","2023","99 years and over","Male","Method - M2","Number","298"
"Population Projections based on Census 2022","2023","99 years and over","Female","Method - M2","Number","974"
"Population Projections based on Census 2022","2024","Under 1 year","Male","Method - M2","Number","28689"
"Population Projections based on Census 2022","2024","Under 1 year","Female","Method - M2","Number","27226"
"Population Projections based on Census 2022","2024","1 year","Male","Method - M2","Number","30082"
"Population Projections based on Census 2022","2024","1 year","Female","Method - M2","Number","28557"
"Population Projections based on Census 2022","2024","2 years","Male","Method - M2","Number","30215"
"Population Projections based on Census 2022","2024","2 years","Female","Method - M2","Number","28779"
"Population Projections based on Census 2022","2024","3 years","Male","Method - M2","Number","29639"
"Population Projections based on Census 2022","2024","3 years","Female","Method - M2","Number","28246"
"Population Projections based on Census 2022","2024","4 years","Male","Method - M2","Number","30880"
"Population Projections based on Census 2022","2024","4 years","Female","Method - M2","Number","29571"
"Population Projections based on Census 2022","2024","5 years","Male","Method - M2","Number","31693"
"Population Projections based on Census 2022","2024","5 years","Female","Method - M2","Number","30126"
"Population Projections based on Census 2022","2024","6 years","Male","Method - M2","Number","32402"
"Population Projections based on Census 2022","2024","6 years","Female","Method - M2","Number","30502"
"Population Projections based on Census 2022","2024","7 years","Male","Method - M2","Number","33416"
"Population Projections based on Census 2022","2024","7 years","Female","Method - M2","Number","32029"
"Population Projections based on Census 2022","2024","8 years","Male","Method - M2","Number","34772"
"Population Projections based on Census 2022","2024","8 years","Female","Method - M2","Number","33309"
"Population Projections based on Census 2022","2024","9 years","Male","Method - M2","Number","36120"
"Population Projections based on Census 2022","2024","9 years","Female","Method - M2","Number","34218"
"Population Projections based on Census 2022","2024","10 years","Male","Method - M2","Number","36973"
"Population Projections based on Census 2022","2024","10 years","Female","Method - M2","Number","35115"
"Population Projections based on Census 2022","2024","11 years","Male","Method - M2","Number","37666"
"Population Projections based on Census 2022","2024","11 years","Female","Method - M2","Number","35871"
"Population Projections based on Census 2022","2024","12 years","Male","Method - M2","Number","38808"
"Population Projections based on Census 2022","2024","12 years","Female","Method - M2","Number","36750"
"Population Projections based on Census 2022","2024","13 years","Male","Method - M2","Number","39006"
"Population Projections based on Census 2022","2024","13 years","Female","Method - M2","Number","37510"
"Population Projections based on Census 2022","2024","14 years","Male","Method - M2","Number","39572"
"Population Projections based on Census 2022","2024","14 years","Female","Method - M2","Number","37890"
"Population Projections based on Census 2022","2024","15 years","Male","Method - M2","Number","39033"
"Population Projections based on Census 2022","2024","15 years","Female","Method - M2","Number","37587"
"Population Projections based on Census 2022","2024","16 years","Male","Method - M2","Number","38222"
"Population Projections based on Census 2022","2024","16 years","Female","Method - M2","Number","37288"
"Population Projections based on Census 2022","2024","17 years","Male","Method - M2","Number","36802"
"Population Projections based on Census 2022","2024","17 years","Female","Method - M2","Number","35540"
"Population Projections based on Census 2022","2024","18 years","Male","Method - M2","Number","35553"
"Population Projections based on Census 2022","2024","18 years","Female","Method - M2","Number","34313"
